,full_name,player_id,year,player_age,league,rank,vote_points,1st_place,mvp_share,Total_WAR,WAR_bat,WAR_pit,b_ab,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg
1884,Ryan Roberts,440251.0,2009,29,NL,0.0,0.0,0.0,0.0,2.28,2.28,0.0,305,351,85,59,17,2,7,55,40,15.7,11.4,0.279,0.416,0.365,0.781
1893,Brett Gardner,458731.0,2009,26,AL,0.0,0.0,0.0,0.0,2.27,2.27,0.0,248,284,67,52,6,6,3,40,26,14.1,9.2,0.27,0.379,0.338,0.717
1913,Marlon Byrd,407781.0,2009,32,AL,0.0,0.0,0.0,0.0,2.24,2.24,0.0,547,599,155,90,43,2,20,98,32,16.4,5.3,0.283,0.479,0.329,0.808
1930,Scott Hairston,430668.0,2009,29,NL,0.0,0.0,0.0,0.0,2.23,2.23,0.0,430,464,114,68,27,2,17,83,25,17.9,5.4,0.265,0.456,0.306,0.762
1939,Victor Martinez,400121.0,2009,31,AL,21.0,4.0,0.0,0.01,2.22,2.22,0.0,588,672,178,121,33,1,23,74,75,11.0,11.2,0.303,0.48,0.381,0.861
1942,Clint Barmes,425549.0,2009,30,NL,0.0,0.0,0.0,0.0,2.22,2.22,0.0,550,604,135,77,32,3,23,121,31,20.0,5.1,0.245,0.44,0.291,0.731
1962,Grady Sizemore,429713.0,2009,27,AL,0.0,0.0,0.0,0.0,2.2,2.2,0.0,436,503,108,64,20,6,18,92,60,18.3,11.9,0.248,0.445,0.342,0.787
1969,David DeJesus,430203.0,2009,30,AL,0.0,0.0,0.0,0.0,2.19,2.19,0.0,558,627,157,107,28,9,13,87,51,13.9,8.1,0.281,0.434,0.344,0.778
1986,Manny Ramirez,120903.0,2009,37,NL,0.0,0.0,0.0,0.0,2.17,2.17,0.0,352,431,102,57,24,2,19,81,71,18.8,16.5,0.29,0.531,0.418,0.949
2007,Bronson Arroyo,276520.0,2009,32,NL,0.0,0.0,0.0,0.0,2.15,-0.46,2.61,62,76,7,4,3,0,0,27,0,35.5,0.0,0.113,0.161,0.092,0.253
2011,Jose Lopez,430946.0,2009,26,AL,0.0,0.0,0.0,0.0,2.14,2.14,0.0,613,653,167,100,42,0,25,69,24,10.6,3.7,0.272,0.463,0.302,0.765
2022,Jamey Carroll,425206.0,2009,35,AL,0.0,0.0,0.0,0.0,2.13,2.13,0.0,315,358,87,73,10,2,2,63,36,17.6,10.1,0.276,0.34,0.352,0.692
2034,Dan Uggla,462564.0,2009,29,NL,0.0,0.0,0.0,0.0,2.12,2.12,0.0,564,668,137,78,27,1,31,150,92,22.5,13.8,0.243,0.459,0.353,0.813
2041,James Loney,425766.0,2009,25,NL,0.0,0.0,0.0,0.0,2.11,2.11,0.0,576,652,162,122,25,2,13,68,70,10.4,10.7,0.281,0.399,0.356,0.755
2073,Kosuke Fukudome,493120.0,2009,32,NL,0.0,0.0,0.0,0.0,2.08,2.08,0.0,499,603,129,75,38,5,11,112,93,18.6,15.4,0.259,0.421,0.373,0.794
2074,Paul Konerko,117244.0,2009,33,AL,0.0,0.0,0.0,0.0,2.08,2.08,0.0,546,621,151,92,30,1,28,89,58,14.3,9.3,0.277,0.489,0.353,0.842
2086,Gordon Beckham,493596.0,2009,23,AL,0.0,0.0,0.0,0.0,2.07,2.07,0.0,378,430,102,59,28,1,14,65,41,15.1,9.5,0.27,0.46,0.347,0.807
2131,Cole Hamels,430935.0,2009,26,NL,0.0,0.0,0.0,0.0,2.03,0.15,1.88,61,69,9,6,3,0,0,29,1,42.0,1.4,0.148,0.197,0.145,0.342
2155,Felipe Lopez,150479.0,2009,29,NL,0.0,0.0,0.0,0.0,2.01,2.01,0.0,604,680,187,137,38,3,9,100,71,14.7,10.4,0.31,0.427,0.382,0.81
2174,Adam LaRoche,425560.0,2009,30,NL,0.0,0.0,0.0,0.0,1.99,1.99,0.0,555,629,154,89,38,2,25,142,69,22.6,11.0,0.277,0.488,0.355,0.843
2192,David Ross,424325.0,2009,32,NL,0.0,0.0,0.0,0.0,1.97,1.97,0.0,128,151,35,19,9,0,7,39,21,25.8,13.9,0.273,0.508,0.377,0.885
2194,Nick Swisher,430897.0,2009,29,AL,0.0,0.0,0.0,0.0,1.97,1.94,0.03,498,607,124,59,35,1,29,126,97,20.8,16.0,0.249,0.498,0.369,0.867
2259,Miguel Tejada,123173.0,2009,35,NL,23.0,3.0,0.0,0.01,1.89,1.89,0.0,635,674,199,138,46,1,14,48,19,7.1,2.8,0.313,0.455,0.34,0.795
2264,Rickie Weeks,430001.0,2009,27,NL,0.0,0.0,0.0,0.0,1.89,1.89,0.0,147,162,40,24,5,2,9,39,12,24.1,7.4,0.272,0.517,0.34,0.857
2283,Colby Rasmus,458675.0,2009,23,NL,0.0,0.0,0.0,0.0,1.87,1.87,0.0,474,520,119,79,22,2,16,95,36,18.3,6.9,0.251,0.407,0.304,0.711
2307,Ross Ohlendorf,456027.0,2009,27,NL,0.0,0.0,0.0,0.0,1.85,-0.52,2.37,59,64,4,4,0,0,0,23,1,35.9,1.6,0.068,0.068,0.078,0.146
2308,Carlos Lee,150324.0,2009,33,NL,0.0,0.0,0.0,0.0,1.85,1.85,0.0,610,662,183,121,35,1,26,51,41,7.7,6.2,0.3,0.489,0.343,0.831
2341,Carlos Gonzalez,471865.0,2009,24,NL,0.0,0.0,0.0,0.0,1.83,1.83,0.0,278,317,79,45,14,7,13,70,28,22.1,8.8,0.284,0.525,0.347,0.872
2373,Kenshin Kawakami,499877.0,2009,34,NL,0.0,0.0,0.0,0.0,1.79,-0.19,1.98,41,49,4,4,0,0,0,13,3,26.5,6.1,0.098,0.098,0.143,0.24
2410,Andres Torres,400083.0,2009,31,NL,0.0,0.0,0.0,0.0,1.76,1.76,0.0,152,170,41,21,6,8,6,45,16,26.5,9.4,0.27,0.533,0.341,0.874
2426,Nate McLouth,434661.0,2009,28,NL,0.0,0.0,0.0,0.0,1.75,1.75,0.0,507,591,130,81,27,2,20,99,68,16.8,11.5,0.256,0.436,0.35,0.786
2430,Jimmy Rollins,276519.0,2009,31,NL,0.0,0.0,0.0,0.0,1.75,1.75,0.0,672,725,168,99,43,5,21,70,44,9.7,6.1,0.25,0.423,0.295,0.718
2439,Rich Harden,425848.0,2009,28,NL,0.0,0.0,0.0,0.0,1.74,0.06,1.68,43,48,8,7,1,0,0,15,1,31.3,2.1,0.186,0.209,0.188,0.397
2447,Chris Iannetta,455104.0,2009,26,NL,0.0,0.0,0.0,0.0,1.74,1.74,0.0,289,350,66,33,15,2,16,75,43,21.4,12.3,0.228,0.46,0.343,0.803
2499,Aramis Ramirez,133380.0,2009,31,NL,0.0,0.0,0.0,0.0,1.69,1.69,0.0,306,342,97,67,14,1,15,43,28,12.6,8.2,0.317,0.516,0.389,0.905
2505,Matt Diaz,429841.0,2009,31,NL,0.0,0.0,0.0,0.0,1.69,1.69,0.0,371,425,116,81,18,4,13,90,35,21.2,8.2,0.313,0.488,0.386,0.874
2519,Kevin Correia,429781.0,2009,29,NL,0.0,0.0,0.0,0.0,1.68,0.0,1.68,55,68,8,7,1,0,0,21,2,30.9,2.9,0.145,0.164,0.147,0.311
2533,Ryan Garko,434939.0,2009,28,AL,0.0,0.0,0.0,0.0,1.67,1.67,0.0,354,400,95,68,13,1,13,50,29,12.5,7.3,0.268,0.421,0.343,0.763
2534,Freddy Sanchez,408108.0,2009,32,NL,0.0,0.0,0.0,0.0,1.66,1.66,0.0,457,489,134,95,29,3,7,76,22,15.5,4.5,0.293,0.416,0.323,0.739
2549,Chad Billingsley,451532.0,2009,25,NL,0.0,0.0,0.0,0.0,1.65,0.23,1.42,56,67,10,7,2,0,1,24,4,35.8,6.0,0.179,0.268,0.209,0.477
2558,Jeff Francoeur,425796.0,2009,25,NL,0.0,0.0,0.0,0.0,1.63,1.63,0.0,593,632,166,115,32,4,15,92,23,14.6,3.6,0.28,0.423,0.309,0.732
2569,Jorge Posada,120691.0,2009,38,AL,0.0,0.0,0.0,0.0,1.62,1.62,0.0,383,438,109,62,25,0,22,101,48,23.1,11.0,0.285,0.522,0.363,0.885
2575,Daniel Murphy,502517.0,2009,24,NL,0.0,0.0,0.0,0.0,1.62,1.62,0.0,508,556,135,81,38,4,12,69,38,12.4,6.8,0.266,0.427,0.311,0.738
2603,Jason Hammel,434628.0,2009,27,NL,0.0,0.0,0.0,0.0,1.6099999999999999,-0.35,1.96,55,60,6,5,1,0,0,25,2,41.7,3.3,0.109,0.127,0.133,0.261
2626,Cristian Guzman,150217.0,2009,31,NL,0.0,0.0,0.0,0.0,1.59,1.59,0.0,531,555,151,114,24,7,6,75,16,13.5,2.9,0.284,0.39,0.303,0.693
2633,Max Scherzer,453286.0,2009,25,NL,0.0,0.0,0.0,0.0,1.58,0.27,1.31,53,61,12,10,2,0,0,17,3,27.9,4.9,0.226,0.264,0.246,0.51
2639,Skip Schumaker,435401.0,2009,29,NL,0.0,0.0,0.0,0.0,1.58,1.58,0.0,532,586,161,122,34,1,4,69,52,11.8,8.9,0.303,0.393,0.363,0.756
2661,Nyjer Morgan,460579.0,2009,29,NL,0.0,0.0,0.0,0.0,1.57,1.57,0.0,469,533,144,119,15,7,3,74,40,13.9,7.5,0.307,0.388,0.362,0.75
2663,Jonathan Sanchez,456043.0,2009,27,NL,0.0,0.0,0.0,0.0,1.5699999999999998,-0.07,1.64,41,54,3,3,0,0,0,27,4,50.0,7.4,0.073,0.073,0.148,0.221
2708,Augie Ojeda,324432.0,2009,35,NL,0.0,0.0,0.0,0.0,1.53,1.53,0.0,264,310,65,44,17,3,1,28,32,9.0,10.3,0.246,0.345,0.332,0.677
2726,Anibal Sanchez,434671.0,2009,25,NL,0.0,0.0,0.0,0.0,1.52,-0.22,1.74,23,31,0,0,0,0,0,8,3,25.8,9.7,0.0,0.0,0.097,0.097
2734,Gerald Laird,408042.0,2009,30,AL,0.0,0.0,0.0,0.0,1.51,1.51,0.0,413,477,93,64,23,2,4,68,40,14.3,8.4,0.225,0.32,0.3,0.619
2738,Travis Hafner,400098.0,2009,32,AL,0.0,0.0,0.0,0.0,1.51,1.51,0.0,338,383,92,57,19,0,16,67,41,17.5,10.7,0.272,0.47,0.355,0.826
2756,A.J. Pierzynski,150229.0,2009,33,AL,0.0,0.0,0.0,0.0,1.5,1.5,0.0,504,535,151,115,22,1,13,52,24,9.7,4.5,0.3,0.425,0.329,0.754
2759,Jason Varitek,123660.0,2009,37,AL,0.0,0.0,0.0,0.0,1.5,1.5,0.0,364,425,76,38,24,0,14,90,54,21.2,12.7,0.209,0.39,0.313,0.703
2802,Jayson Nix,434624.0,2009,27,AL,0.0,0.0,0.0,0.0,1.46,1.46,0.0,255,290,57,34,11,0,12,64,28,22.1,9.7,0.224,0.408,0.307,0.715
2813,Fernando Tatis,123107.0,2009,34,NL,0.0,0.0,0.0,0.0,1.46,1.46,0.0,340,379,96,63,21,4,8,54,22,14.2,5.8,0.282,0.438,0.335,0.773
2814,Alex Rios,425567.0,2009,28,AL,0.0,0.0,0.0,0.0,1.45,1.45,0.0,582,633,144,94,31,2,17,107,37,16.9,5.8,0.247,0.395,0.295,0.691
2815,Jeff Baker,425557.0,2009,28,NL,0.0,0.0,0.0,0.0,1.45,1.45,0.0,226,248,65,44,15,2,4,53,18,21.4,7.3,0.288,0.425,0.343,0.768
2834,Jim Thome,123272.0,2009,39,AL,0.0,0.0,0.0,0.0,1.44,1.44,0.0,362,434,90,52,15,0,23,123,69,28.3,15.9,0.249,0.481,0.366,0.847
2840,Kevin Kouzmanoff,450260.0,2009,28,NL,0.0,0.0,0.0,0.0,1.43,1.43,0.0,529,573,135,85,31,1,18,106,27,18.5,4.7,0.255,0.42,0.302,0.722
2845,Miguel Olivo,400018.0,2009,31,AL,0.0,0.0,0.0,0.0,1.43,1.43,0.0,390,416,97,54,15,5,23,126,19,30.3,4.6,0.249,0.49,0.291,0.781
2887,Everth Cabrera,465784.0,2009,23,NL,0.0,0.0,0.0,0.0,1.41,1.41,0.0,377,438,96,68,18,8,2,88,46,20.1,10.5,0.255,0.361,0.336,0.696
2888,Luis Castillo,112116.0,2009,34,NL,0.0,0.0,0.0,0.0,1.41,1.41,0.0,486,580,147,131,12,3,1,58,69,10.0,11.9,0.302,0.346,0.374,0.72
2896,Brad Hawpe,425547.0,2009,30,NL,28.0,1.0,0.0,0.0,1.4,1.4,0.0,501,588,143,75,42,3,23,145,79,24.7,13.4,0.285,0.519,0.384,0.903
2900,Coco Crisp,424825.0,2009,30,AL,0.0,0.0,0.0,0.0,1.4,1.4,0.0,180,215,41,25,8,5,3,23,29,10.7,13.5,0.228,0.378,0.33,0.708
2903,Ryan Doumit,425491.0,2009,28,NL,0.0,0.0,0.0,0.0,1.4,1.4,0.0,280,304,70,44,16,0,10,49,20,16.1,6.6,0.25,0.414,0.299,0.714
2923,Derek Lowe,117955.0,2009,36,NL,0.0,0.0,0.0,0.0,1.38,0.5,0.88,54,70,12,12,0,0,0,16,4,22.9,5.7,0.222,0.222,0.229,0.451
2929,Matt Wieters,446308.0,2009,23,AL,0.0,0.0,0.0,0.0,1.38,1.38,0.0,354,385,102,77,15,1,9,86,28,22.3,7.3,0.288,0.412,0.34,0.753
2958,Ben Francisco,450204.0,2009,28,AL,0.0,0.0,0.0,0.0,1.35,1.35,0.0,405,459,104,58,30,1,15,83,38,18.1,8.3,0.257,0.447,0.329,0.776
2969,Sean Marshall,445156.0,2009,27,NL,0.0,0.0,0.0,0.0,1.3499999999999999,0.16,1.19,13,15,3,3,0,0,0,5,1,33.3,6.7,0.231,0.231,0.267,0.497
2991,Cesar Izturis,285131.0,2009,29,AL,0.0,0.0,0.0,0.0,1.33,1.33,0.0,387,412,99,79,14,4,2,38,18,9.2,4.4,0.256,0.328,0.291,0.619
3032,Akinori Iwamura,493127.0,2009,30,AL,0.0,0.0,0.0,0.0,1.3,1.3,0.0,231,260,67,48,16,2,1,44,24,16.9,9.2,0.29,0.39,0.354,0.743
3064,Casey McGehee,431171.0,2009,27,NL,0.0,0.0,0.0,0.0,1.28,1.28,0.0,355,394,107,70,20,1,16,67,34,17.0,8.6,0.301,0.499,0.36,0.859
3065,Tim Hudson,218596.0,2009,34,NL,0.0,0.0,0.0,0.0,1.28,0.41,0.87,12,15,4,3,0,0,1,1,2,6.7,13.3,0.333,0.583,0.4,0.983
3068,Brad Penny,207267.0,2009,31,NL,0.0,0.0,0.0,0.0,1.28,-0.06,1.34,19,21,2,2,0,0,0,6,0,28.6,0.0,0.105,0.105,0.095,0.201
3076,Jay Bruce,457803.0,2009,22,NL,0.0,0.0,0.0,0.0,1.27,1.27,0.0,345,387,77,38,15,2,22,75,38,19.4,9.8,0.223,0.47,0.302,0.772
3086,Mark DeRosa,136660.0,2009,34,AL,0.0,0.0,0.0,0.0,1.27,1.27,0.0,515,576,129,82,23,1,23,121,47,21.0,8.2,0.25,0.433,0.318,0.751
3098,Fred Lewis,430930.0,2009,29,NL,0.0,0.0,0.0,0.0,1.26,1.26,0.0,295,336,76,48,21,3,4,84,36,25.0,10.7,0.258,0.39,0.348,0.738
3100,Randy Winn,133160.0,2009,35,NL,0.0,0.0,0.0,0.0,1.26,1.26,0.0,538,597,141,101,33,5,2,93,47,15.6,7.9,0.262,0.353,0.317,0.67
3102,Ryan Ludwick,407886.0,2009,31,NL,0.0,0.0,0.0,0.0,1.26,1.26,0.0,486,542,129,86,20,1,22,106,41,19.6,7.6,0.265,0.447,0.327,0.773
3107,Drew Stubbs,453211.0,2009,25,NL,0.0,0.0,0.0,0.0,1.25,1.25,0.0,180,196,48,34,5,1,8,49,15,25.0,7.7,0.267,0.439,0.321,0.76
3112,Scott Podsednik,325392.0,2009,33,AL,0.0,0.0,0.0,0.0,1.25,1.25,0.0,537,587,163,125,25,6,7,74,39,12.6,6.6,0.304,0.412,0.349,0.761
3137,Ronny Paulino,425661.0,2009,28,NL,0.0,0.0,0.0,0.0,1.23,1.23,0.0,239,266,65,46,10,1,8,48,25,18.0,9.4,0.272,0.423,0.338,0.761
3148,David Murphy,461815.0,2009,28,AL,0.0,0.0,0.0,0.0,1.22,1.22,0.0,432,494,116,74,24,1,17,106,49,21.5,9.9,0.269,0.447,0.336,0.783
3176,Chad Gaudin,429985.0,2009,26,AL,0.0,0.0,0.0,0.0,1.21,0.0,1.21,28,30,1,1,0,0,0,14,1,46.7,3.3,0.036,0.036,0.067,0.102
3177,Juan Pierre,334393.0,2009,32,NL,0.0,0.0,0.0,0.0,1.21,1.21,0.0,380,425,117,93,16,8,0,27,27,6.4,6.4,0.308,0.392,0.358,0.75
3202,Jon Garland,279782.0,2009,30,NL,0.0,0.0,0.0,0.0,1.19,-0.12,1.31,70,75,6,6,0,0,0,34,1,45.3,1.3,0.086,0.086,0.107,0.192
3205,Luke Scott,432928.0,2009,31,AL,0.0,0.0,0.0,0.0,1.19,1.19,0.0,449,506,116,64,26,1,25,104,55,20.6,10.9,0.258,0.488,0.34,0.828
3213,Dexter Fowler,451594.0,2009,23,NL,0.0,0.0,0.0,0.0,1.19,1.19,0.0,433,518,115,72,29,10,4,116,67,22.4,12.9,0.266,0.406,0.353,0.76
3231,Jake Peavy,408241.0,2009,28,AL,0.0,0.0,0.0,0.0,1.17,0.0,1.17,23,28,2,2,0,0,0,4,1,14.3,3.6,0.087,0.087,0.107,0.194
3238,Chris Dickerson,447736.0,2009,27,NL,0.0,0.0,0.0,0.0,1.17,1.17,0.0,255,299,70,52,13,3,2,66,39,22.1,13.0,0.275,0.373,0.368,0.74
3242,Vicente Padilla,218894.0,2009,32,AL,0.0,0.0,0.0,0.0,1.16,-0.05,1.21,15,17,3,3,0,0,0,8,0,47.1,0.0,0.2,0.2,0.176,0.376
3250,Melky Cabrera,466320.0,2009,25,AL,0.0,0.0,0.0,0.0,1.16,1.16,0.0,485,540,133,91,28,1,13,59,43,10.9,8.0,0.274,0.416,0.333,0.75
3256,Pedro Feliz,150268.0,2009,34,NL,0.0,0.0,0.0,0.0,1.16,1.16,0.0,580,625,154,110,30,2,12,68,35,10.9,5.6,0.266,0.386,0.307,0.693
3302,Mark Ellis,407885.0,2009,32,AL,0.0,0.0,0.0,0.0,1.12,1.12,0.0,377,410,99,66,23,0,10,54,23,13.2,5.6,0.263,0.403,0.302,0.706
3303,Nick Johnson,276376.0,2009,31,NL,0.0,0.0,0.0,0.0,1.12,1.12,0.0,457,574,133,99,24,2,8,84,99,14.6,17.2,0.291,0.405,0.425,0.83
3326,Tim Stauffer,431162.0,2009,27,NL,0.0,0.0,0.0,0.0,1.11,0.09,1.02,23,27,4,4,0,0,0,13,1,48.1,3.7,0.174,0.174,0.222,0.396
3340,Aaron Harang,421685.0,2009,31,NL,0.0,0.0,0.0,0.0,1.1,0.03,1.07,47,54,7,5,1,0,1,12,1,22.2,1.9,0.149,0.234,0.148,0.382
3341,Corey Hart,430611.0,2009,27,NL,0.0,0.0,0.0,0.0,1.1,1.1,0.0,419,472,109,70,24,3,12,92,43,19.5,9.1,0.26,0.418,0.335,0.752
3359,B.J. Upton,425834.0,2009,25,AL,0.0,0.0,0.0,0.0,1.09,1.09,0.0,560,626,135,87,33,4,11,152,57,24.3,9.1,0.241,0.373,0.312,0.685
3382,Burke Badenhop,488674.0,2009,26,NL,0.0,0.0,0.0,0.0,1.08,-0.2,1.28,10,13,0,0,0,0,0,5,0,38.5,0.0,0.0,0.0,0.0,0.0
3390,Adam Kennedy,150456.0,2009,33,AL,0.0,0.0,0.0,0.0,1.07,1.07,0.0,529,587,153,112,29,1,11,86,45,14.7,7.7,0.289,0.41,0.344,0.754
3394,Kelly Shoppach,431159.0,2009,29,AL,0.0,0.0,0.0,0.0,1.07,1.07,0.0,271,327,58,32,14,0,12,98,33,30.0,10.1,0.214,0.399,0.333,0.732
3396,Chris Coghlan,458085.0,2009,24,NL,28.0,1.0,0.0,0.0,1.07,1.07,0.0,504,565,162,116,31,6,9,77,53,13.6,9.4,0.321,0.46,0.388,0.848
3407,Ryan Theriot,444135.0,2009,30,NL,0.0,0.0,0.0,0.0,1.06,1.06,0.0,602,677,171,139,20,5,7,93,51,13.7,7.5,0.284,0.369,0.337,0.706
3435,Kevin Hart,453954.0,2009,27,NL,0.0,0.0,0.0,0.0,1.04,0.07,0.97,25,29,4,4,0,0,0,7,3,24.1,10.3,0.16,0.16,0.241,0.401
3447,Casey Kotchman,425773.0,2009,26,NL,0.0,0.0,0.0,0.0,1.04,1.04,0.0,385,431,103,73,23,0,7,42,39,9.7,9.0,0.268,0.382,0.339,0.721
3476,Ronnie Belliard,150071.0,2009,34,NL,0.0,0.0,0.0,0.0,1.02,1.02,0.0,264,287,73,48,14,1,10,56,20,19.5,7.0,0.277,0.451,0.324,0.775
3477,Raul Chavez,112223.0,2009,36,AL,0.0,0.0,0.0,0.0,1.02,1.02,0.0,159,168,41,31,8,0,2,23,6,13.7,3.6,0.258,0.346,0.28,0.626
3481,Luis Valbuena,472528.0,2009,24,AL,0.0,0.0,0.0,0.0,1.01,1.01,0.0,368,398,92,54,25,3,10,83,26,20.9,6.5,0.25,0.416,0.296,0.712
3506,Randy Ruiz,457859.0,2009,32,AL,0.0,0.0,0.0,0.0,1.0,1.0,0.0,115,130,36,19,7,0,10,35,10,26.9,7.7,0.313,0.635,0.385,1.019
3510,Jhonny Peralta,425509.0,2009,27,AL,0.0,0.0,0.0,0.0,1.0,1.0,0.0,582,645,148,101,35,1,11,134,51,20.8,7.9,0.254,0.375,0.315,0.689
3530,Nick Hundley,460026.0,2009,26,NL,0.0,0.0,0.0,0.0,0.99,0.99,0.0,256,289,61,36,15,2,8,76,28,26.3,9.7,0.238,0.406,0.311,0.718
3536,Clayton Richard,453385.0,2009,26,AL,0.0,0.0,0.0,0.0,0.9800000000000001,0.05,0.93,23,27,2,1,1,0,0,10,0,37.0,0.0,0.087,0.13,0.074,0.205
3544,Jack Cust,400091.0,2009,30,AL,0.0,0.0,0.0,0.0,0.98,0.98,0.0,513,612,123,82,16,0,25,185,93,30.2,15.2,0.24,0.417,0.356,0.773
3550,Laynce Nix,425556.0,2009,29,NL,0.0,0.0,0.0,0.0,0.98,0.98,0.0,309,337,74,32,26,1,15,81,22,24.0,6.5,0.239,0.476,0.291,0.767
3584,J.D. Martin,455605.0,2009,26,NL,0.0,0.0,0.0,0.0,0.9600000000000001,0.05,0.91,25,28,4,4,0,0,0,13,1,46.4,3.6,0.16,0.16,0.179,0.339
3607,Ryan Church,425508.0,2009,31,NL,0.0,0.0,0.0,0.0,0.95,0.95,0.0,359,399,98,66,28,0,4,58,33,14.5,8.3,0.273,0.384,0.336,0.72
3608,David Eckstein,275930.0,2009,34,NL,0.0,0.0,0.0,0.0,0.95,0.95,0.0,503,568,131,100,27,2,2,46,39,8.1,6.9,0.26,0.334,0.315,0.649
3616,Jonny Gomes,430404.0,2009,29,NL,0.0,0.0,0.0,0.0,0.94,0.94,0.0,281,314,75,38,17,0,20,85,26,27.1,8.3,0.267,0.541,0.338,0.879
3644,Aaron Rowand,400023.0,2009,32,NL,0.0,0.0,0.0,0.0,0.93,0.93,0.0,499,546,130,83,30,2,15,125,30,22.9,5.5,0.261,0.419,0.319,0.738
3673,Will Venable,461416.0,2009,27,NL,0.0,0.0,0.0,0.0,0.92,0.92,0.0,293,324,75,47,14,2,12,89,25,27.5,7.7,0.256,0.44,0.321,0.761
3691,Kyle Blanks,452035.0,2009,23,NL,0.0,0.0,0.0,0.0,0.91,0.91,0.0,148,172,37,18,9,0,10,55,18,32.0,10.5,0.25,0.514,0.355,0.868
3708,Omar Vizquel,123744.0,2009,42,AL,0.0,0.0,0.0,0.0,0.9,0.9,0.0,177,195,47,37,7,2,1,27,13,13.8,6.7,0.266,0.345,0.308,0.652
3735,Omar Infante,408299.0,2009,28,NL,0.0,0.0,0.0,0.0,0.88,0.88,0.0,203,229,62,50,9,1,2,28,19,12.2,8.3,0.305,0.389,0.358,0.747
3779,Travis Ishikawa,448170.0,2009,26,NL,0.0,0.0,0.0,0.0,0.86,0.86,0.0,326,363,85,64,10,2,9,89,30,24.5,8.3,0.261,0.387,0.328,0.714
3793,Daric Barton,435558.0,2009,24,AL,0.0,0.0,0.0,0.0,0.86,0.86,0.0,160,192,43,27,12,1,3,25,26,13.0,13.5,0.269,0.413,0.37,0.782
3796,Rod Barajas,150148.0,2009,34,AL,0.0,0.0,0.0,0.0,0.86,0.86,0.0,429,460,97,59,19,0,19,76,20,16.5,4.3,0.226,0.403,0.257,0.66
3801,Jose Reyes,408314.0,2009,26,NL,0.0,0.0,0.0,0.0,0.85,0.85,0.0,147,166,41,30,7,2,2,19,18,11.4,10.8,0.279,0.395,0.355,0.75
3816,Pat Misch,435619.0,2009,28,NL,0.0,0.0,0.0,0.0,0.85,0.0,0.85,13,17,0,0,0,0,0,5,2,29.4,11.8,0.0,0.0,0.118,0.118
3821,Jeff Mathis,425772.0,2009,26,AL,0.0,0.0,0.0,0.0,0.85,0.85,0.0,237,272,50,37,8,0,5,73,22,26.8,8.1,0.211,0.308,0.279,0.587
3823,Vernon Wells,150484.0,2009,31,AL,0.0,0.0,0.0,0.0,0.85,0.85,0.0,630,684,164,109,37,3,15,86,48,12.6,7.0,0.26,0.4,0.311,0.711
3829,Johnny Cueto,456501.0,2009,23,NL,0.0,0.0,0.0,0.0,0.84,0.0,0.84,46,59,6,6,0,0,0,17,3,28.8,5.1,0.13,0.13,0.153,0.283
3837,Brett Carroll,448276.0,2009,27,NL,0.0,0.0,0.0,0.0,0.84,0.84,0.0,141,158,33,20,8,2,3,33,11,20.9,7.0,0.234,0.383,0.304,0.687
3838,Ryan Hanigan,452672.0,2009,29,NL,0.0,0.0,0.0,0.0,0.84,0.84,0.0,251,293,66,56,6,1,3,31,37,10.6,12.6,0.263,0.331,0.358,0.689
3854,Nelson Figueroa,150153.0,2009,35,NL,0.0,0.0,0.0,0.0,0.8300000000000001,0.04,0.79,22,25,3,2,0,1,0,8,1,32.0,4.0,0.136,0.227,0.16,0.387
3856,Cory Sullivan,430622.0,2009,30,NL,0.0,0.0,0.0,0.0,0.83,0.83,0.0,136,157,34,25,2,5,2,22,19,14.0,12.1,0.25,0.382,0.338,0.72
3867,Gregg Zaun,124748.0,2009,38,AL,0.0,0.0,0.0,0.0,0.83,0.83,0.0,262,296,68,43,17,0,8,48,31,16.2,10.5,0.26,0.416,0.345,0.761
3869,Jeff Weaver,213711.0,2009,33,NL,0.0,0.0,0.0,0.0,0.83,0.1,0.73,13,15,3,3,0,0,0,6,0,40.0,0.0,0.231,0.231,0.2,0.431
3912,Jordan Zimmermann,519455.0,2009,23,NL,0.0,0.0,0.0,0.0,0.8,0.05,0.75,27,34,4,4,0,0,0,11,1,32.4,2.9,0.148,0.148,0.147,0.295
3931,Clete Thomas,460004.0,2009,26,AL,0.0,0.0,0.0,0.0,0.79,0.79,0.0,275,310,66,43,13,3,7,77,33,24.8,10.6,0.24,0.385,0.323,0.708
3937,Jorge Cantu,408305.0,2009,27,NL,0.0,0.0,0.0,0.0,0.79,0.79,0.0,585,643,169,111,42,0,16,81,47,12.6,7.3,0.289,0.443,0.345,0.788
3941,Kenji Johjima,492706.0,2009,33,AL,0.0,0.0,0.0,0.0,0.79,0.79,0.0,239,258,59,39,11,0,9,28,12,10.9,4.7,0.247,0.406,0.295,0.7
3959,Gabe Gross,408212.0,2009,30,AL,0.0,0.0,0.0,0.0,0.78,0.78,0.0,282,326,64,41,16,1,6,79,42,24.2,12.9,0.227,0.355,0.325,0.68
3962,Wladimir Balentien,434605.0,2009,25,NL,0.0,0.0,0.0,0.0,0.78,0.78,0.0,265,295,62,37,17,1,7,70,28,23.7,9.5,0.234,0.385,0.305,0.69
