,full_name,player_id,year,player_age,league,rank,vote_points,1st_place,mvp_share,Total_WAR,WAR_bat,WAR_pit,b_ab,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg
5980,DJ Peters,656847.0,2021,26,NL,0.0,0.0,0.0,0.0,0.12,0.12,0.0,223,240,44,21,9,1,13,82,12,34.2,5.0,0.197,0.422,0.242,0.663
5991,Seth Beer,666179.0,2021,25,NL,0.0,0.0,0.0,0.0,0.12,0.12,0.0,9,10,4,2,1,0,1,3,1,30.0,10.0,0.444,0.889,0.5,1.389
6043,Vince Velasquez,592826.0,2021,29,NL,0.0,0.0,0.0,0.0,0.11,0.08,0.03,23,30,2,2,0,0,0,9,2,30.0,6.7,0.087,0.087,0.133,0.22
6052,Brandon Drury,592273.0,2021,29,NL,0.0,0.0,0.0,0.0,0.10999999999999999,0.18,-0.07,84,88,23,14,5,0,4,22,3,25.0,3.4,0.274,0.476,0.307,0.783
6067,Albert Pujols,405395.0,2021,41,NL,0.0,0.0,0.0,0.0,0.1,0.1,0.0,275,296,65,45,3,0,17,45,14,15.2,4.7,0.236,0.433,0.284,0.717
6081,Magneuris Sierra,642423.0,2021,25,NL,0.0,0.0,0.0,0.0,0.1,0.1,0.0,209,225,48,41,6,1,0,50,15,22.2,6.7,0.23,0.268,0.28,0.548
6093,Ildemaro Vargas,545121.0,2021,30,NL,0.0,0.0,0.0,0.0,0.1,0.1,0.0,77,83,12,8,3,1,0,17,6,20.5,7.2,0.156,0.221,0.217,0.438
6099,Jose Rondon,602922.0,2021,27,NL,0.0,0.0,0.0,0.0,0.09,0.09,0.0,80,90,21,15,3,0,3,17,8,18.9,8.9,0.263,0.413,0.322,0.735
6109,Andrew Stevenson,664057.0,2021,27,NL,0.0,0.0,0.0,0.0,0.09,0.09,0.0,192,213,44,33,6,0,5,61,13,28.6,6.1,0.229,0.339,0.291,0.63
6112,Monte Harrison,656509.0,2021,26,NL,0.0,0.0,0.0,0.0,0.09,0.09,0.0,10,11,2,1,1,0,0,3,0,27.3,0.0,0.2,0.3,0.182,0.482
6122,Taylor Jones,622100.0,2021,28,AL,0.0,0.0,0.0,0.0,0.09,0.09,0.0,102,108,25,14,8,1,2,29,4,26.9,3.7,0.245,0.402,0.269,0.67
6127,Yadiel Hernandez,628450.0,2021,34,NL,0.0,0.0,0.0,0.0,0.09,0.09,0.0,264,289,72,54,8,1,9,59,22,20.4,7.6,0.273,0.413,0.329,0.742
6128,Alfonso Rivas,663845.0,2021,25,NL,0.0,0.0,0.0,0.0,0.09,0.09,0.0,44,49,14,12,1,0,1,16,4,32.7,8.2,0.318,0.409,0.388,0.797
6146,Michael Chavis,656308.0,2021,26,NL,0.0,0.0,0.0,0.0,0.09,0.09,0.0,121,124,30,19,7,1,3,42,1,33.9,0.8,0.248,0.397,0.258,0.655
6156,Jon Lester,452657.0,2021,37,NL,0.0,0.0,0.0,0.0,0.08000000000000002,0.14,-0.06,48,51,8,5,2,0,1,24,2,47.1,3.9,0.167,0.271,0.196,0.467
6170,Yoshi Tsutsugo,660294.0,2021,30,NL,0.0,0.0,0.0,0.0,0.08,0.08,0.0,230,262,50,29,12,1,8,72,29,27.5,11.1,0.217,0.383,0.305,0.688
6172,Brock Holt,571788.0,2021,33,AL,0.0,0.0,0.0,0.0,0.08,0.05,0.03,235,260,49,33,13,1,2,49,23,18.8,8.8,0.209,0.298,0.281,0.579
6173,Brian O'Grady,657434.0,2021,29,NL,0.0,0.0,0.0,0.0,0.08,0.08,0.0,51,61,8,3,3,0,2,17,8,27.9,13.1,0.157,0.333,0.262,0.596
6186,Kyle Garlick,664247.0,2021,29,AL,0.0,0.0,0.0,0.0,0.08,0.08,0.0,99,107,23,10,8,0,5,32,6,29.9,5.6,0.232,0.465,0.28,0.745
6189,Ben Gamel,592325.0,2021,29,NL,0.0,0.0,0.0,0.0,0.08,0.08,0.0,340,400,84,55,18,3,8,105,51,26.3,12.8,0.247,0.388,0.345,0.733
6191,Jake Hager,606993.0,2021,28,NL,0.0,0.0,0.0,0.0,0.08,0.08,0.0,26,30,3,3,0,0,0,14,4,46.7,13.3,0.115,0.115,0.233,0.349
6226,Harold Ramirez,623912.0,2021,27,AL,0.0,0.0,0.0,0.0,0.07,0.07,0.0,339,361,91,62,21,1,7,56,14,15.5,3.9,0.268,0.398,0.305,0.703
6232,Taylor Motter,600301.0,2021,32,AL,0.0,0.0,0.0,0.0,0.07,0.07,0.0,26,29,5,3,1,1,0,8,3,27.6,10.3,0.192,0.308,0.276,0.584
6236,Luis Gonzalez,670768.0,2021,26,AL,0.0,0.0,0.0,0.0,0.07,0.07,0.0,8,11,2,0,2,0,0,2,3,18.2,27.3,0.25,0.5,0.455,0.955
6244,Jack Lopez,605346.0,2021,29,AL,0.0,0.0,0.0,0.0,0.06,0.06,0.0,13,16,2,0,2,0,0,6,1,37.5,6.3,0.154,0.308,0.188,0.495
6252,Jonathan Lucroy,518960.0,2021,35,NL,0.0,0.0,0.0,0.0,0.06,0.06,0.0,19,23,6,5,1,0,0,4,3,17.4,13.0,0.316,0.368,0.391,0.76
6268,Victor Reyes,622682.0,2021,27,AL,0.0,0.0,0.0,0.0,0.06,0.06,0.0,209,220,54,35,10,4,5,55,8,25.0,3.6,0.258,0.416,0.282,0.698
6279,Cody Poteet,547001.0,2021,27,NL,0.0,0.0,0.0,0.0,0.06,-0.06,0.12,10,11,1,1,0,0,0,3,0,27.3,0.0,0.1,0.1,0.091,0.191
6317,Luke Williams,663897.0,2021,25,NL,0.0,0.0,0.0,0.0,0.05,0.05,0.0,98,108,24,19,4,0,1,23,10,21.3,9.3,0.245,0.316,0.315,0.631
6323,Jon Jay,445055.0,2021,36,AL,0.0,0.0,0.0,0.0,0.05,0.05,0.0,14,14,5,5,0,0,0,2,0,14.3,0.0,0.357,0.357,0.357,0.714
6329,Lewis Brinson,621446.0,2021,27,NL,0.0,0.0,0.0,0.0,0.04,0.04,0.0,274,290,62,39,14,0,9,72,13,24.8,4.5,0.226,0.376,0.262,0.638
6336,Mitch Moreland,519048.0,2021,36,AL,0.0,0.0,0.0,0.0,0.04,0.0,0.04,229,252,52,30,11,1,10,58,18,23.0,7.1,0.227,0.415,0.286,0.701
6349,Mason Williams,592863.0,2021,30,NL,0.0,0.0,0.0,0.0,0.04,0.04,0.0,33,37,7,5,1,0,1,9,4,24.3,10.8,0.212,0.333,0.297,0.631
6352,Adam Eaton,594809.0,2021,33,AL,0.0,0.0,0.0,0.0,0.04,0.01,0.03,254,288,51,33,10,2,6,71,22,24.7,7.6,0.201,0.327,0.278,0.605
6355,Jose Barrero,676480.0,2021,23,NL,0.0,0.0,0.0,0.0,0.04,0.04,0.0,50,56,10,5,4,1,0,17,3,30.4,5.4,0.2,0.32,0.286,0.606
6365,Edward Olivares,658668.0,2021,25,AL,0.0,0.0,0.0,0.0,0.04,0.04,0.0,101,111,24,17,2,0,5,19,5,17.1,4.5,0.238,0.406,0.288,0.694
6372,Harold Castro,605612.0,2021,28,AL,0.0,0.0,0.0,0.0,0.039999999999999994,-0.05,0.09,315,339,89,72,13,1,3,72,14,21.2,4.1,0.283,0.359,0.307,0.666
6388,Jose Peraza,606299.0,2021,27,NL,0.0,0.0,0.0,0.0,0.03,0.03,0.0,142,154,29,16,7,0,6,26,9,16.9,5.8,0.204,0.38,0.266,0.647
6390,Troy Stokes Jr.,657011.0,2021,25,NL,0.0,0.0,0.0,0.0,0.03,0.03,0.0,18,20,2,1,1,0,0,5,1,25.0,5.0,0.111,0.167,0.2,0.367
6400,Eric Campbell,493472.0,2021,34,AL,0.0,0.0,0.0,0.0,0.03,0.03,0.0,11,12,3,3,0,0,0,1,1,8.3,8.3,0.273,0.273,0.333,0.606
6408,Austin Dean,621573.0,2021,28,NL,0.0,0.0,0.0,0.0,0.03,0.03,0.0,30,38,7,4,2,0,1,11,6,28.9,15.8,0.233,0.4,0.342,0.742
6417,Josh Palacios,641943.0,2021,26,AL,0.0,0.0,0.0,0.0,0.03,0.03,0.0,35,42,7,7,0,0,0,11,3,26.2,7.1,0.2,0.2,0.286,0.486
6418,Niko Goodrum,592348.0,2021,29,AL,0.0,0.0,0.0,0.0,0.03,0.03,0.0,290,325,62,40,11,2,9,107,29,32.9,8.9,0.214,0.359,0.292,0.651
6421,Donovan Walton,622268.0,2021,27,AL,0.0,0.0,0.0,0.0,0.03,0.03,0.0,63,69,13,8,2,1,2,15,4,21.7,5.8,0.206,0.365,0.246,0.611
6447,Payton Henry,668721.0,2021,24,NL,0.0,0.0,0.0,0.0,0.02,0.02,0.0,15,16,4,3,1,0,0,5,1,31.3,6.3,0.267,0.333,0.313,0.646
6448,William Contreras,661388.0,2021,24,NL,0.0,0.0,0.0,0.0,0.02,0.02,0.0,163,185,35,22,4,1,8,54,19,29.2,10.3,0.215,0.399,0.303,0.701
6492,Jurickson Profar,595777.0,2021,28,NL,0.0,0.0,0.0,0.0,0.02,0.02,0.0,353,412,80,57,17,2,4,65,49,15.8,11.9,0.227,0.32,0.328,0.648
6495,Jonathan Arauz,660620.0,2021,23,AL,0.0,0.0,0.0,0.0,0.02,0.04,-0.02,65,75,12,6,3,0,3,15,8,20.0,10.7,0.185,0.369,0.267,0.636
6502,Deven Marrero,571918.0,2021,31,NL,0.0,0.0,0.0,0.0,0.01,0.01,0.0,16,19,3,2,0,0,1,6,3,31.6,15.8,0.188,0.375,0.316,0.691
6506,Braxton Garrett,666129.0,2021,24,NL,0.0,0.0,0.0,0.0,0.01,0.02,-0.01,11,11,2,2,0,0,0,4,0,36.4,0.0,0.182,0.182,0.182,0.364
6513,Jacob Nottingham,641924.0,2021,26,NL,0.0,0.0,0.0,0.0,0.01,0.01,0.0,40,45,6,2,1,0,3,20,2,44.4,4.4,0.15,0.4,0.222,0.622
6528,Rene Rivera,425784.0,2021,38,NL,0.0,0.0,0.0,0.0,0.01,0.01,0.0,69,78,16,11,3,0,2,29,4,37.2,5.1,0.232,0.362,0.282,0.644
6532,Ernie Clement,676391.0,2021,25,AL,0.0,0.0,0.0,0.0,0.01,0.01,0.0,121,133,28,21,4,0,3,19,7,14.3,5.3,0.231,0.339,0.278,0.617
6548,Anthony Rendon,543685.0,2021,31,AL,0.0,0.0,0.0,0.0,0.01,0.01,0.0,217,249,52,33,13,0,6,41,29,16.5,11.6,0.24,0.382,0.329,0.712
6585,Jake Lamb,571875.0,2021,31,AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,170,28,17,4,0,7,51,22,30.0,12.9,0.194,0.368,0.306,0.674
6589,Mike Tauchman,643565.0,2021,31,NL,0.0,0.0,0.0,0.0,0.0,0.02,-0.02,166,191,30,21,5,0,4,58,23,30.4,12.0,0.181,0.283,0.283,0.566
6590,Kevin Padlo,656821.0,2021,25,AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,15,1,0,1,0,0,9,2,60.0,13.3,0.077,0.154,0.2,0.354
6599,Ryan Lavarnway,543432.0,2021,34,AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,30,7,4,3,0,0,10,1,33.3,3.3,0.25,0.357,0.267,0.624
6613,Alan Trejo,676701.0,2021,25,NL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,50,10,7,2,0,1,15,3,30.0,6.0,0.217,0.326,0.26,0.586
6626,Andrew Velazquez,623205.0,2021,27,AL,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,67,68,15,9,4,1,1,23,1,33.8,1.5,0.224,0.358,0.235,0.594
6655,Wilson Ramos,467092.0,2021,34,AL,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,151,163,31,18,5,0,8,36,9,22.1,5.5,0.205,0.397,0.245,0.643
6671,Jacob Wilson,607111.0,2021,31,AL,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,20,21,3,1,1,1,0,3,1,14.3,4.8,0.15,0.3,0.19,0.49
6689,Colin Moran,592567.0,2021,29,NL,0.0,0.0,0.0,0.0,-0.02,-0.02,0.0,318,359,82,60,12,0,10,87,36,24.2,10.0,0.258,0.39,0.334,0.724
6694,Kevan Smith,607345.0,2021,33,AL,0.0,0.0,0.0,0.0,-0.02,-0.02,0.0,95,106,16,13,3,0,0,31,10,29.2,9.4,0.168,0.2,0.245,0.445
6699,Stuart Fairchild,656413.0,2021,25,NL,0.0,0.0,0.0,0.0,-0.02,-0.02,0.0,15,17,2,1,1,0,0,3,1,17.6,5.9,0.133,0.2,0.235,0.435
6700,Austin Hedges,595978.0,2021,29,AL,0.0,0.0,0.0,0.0,-0.02,-0.02,0.0,286,312,51,34,7,0,10,87,15,27.9,4.8,0.178,0.308,0.215,0.522
6735,Chad Kuhl,641771.0,2021,29,NL,0.0,0.0,0.0,0.0,-0.03,-0.12,0.09,21,24,1,1,0,0,0,11,1,45.8,4.2,0.048,0.048,0.083,0.131
6738,Victor Caratini,605170.0,2021,28,NL,0.0,0.0,0.0,0.0,-0.03,-0.03,0.0,313,356,71,55,9,0,7,82,35,23.0,9.8,0.227,0.323,0.309,0.632
6747,Grayson Greiner,606988.0,2021,29,AL,0.0,0.0,0.0,0.0,-0.03,-0.03,0.0,72,82,17,12,4,0,1,31,9,37.8,11.0,0.236,0.333,0.317,0.65
6769,Ryan LaMarre,534606.0,2021,33,AL,0.0,0.0,0.0,0.0,-0.03,-0.03,0.0,21,24,4,2,0,0,2,6,2,25.0,8.3,0.19,0.476,0.292,0.768
6773,Hoy Park,660829.0,2021,25,AL,0.0,0.0,0.0,0.0,-0.03,-0.03,0.0,128,150,25,15,5,2,3,38,18,25.3,12.0,0.195,0.336,0.293,0.629
6797,Martin Maldonado,455117.0,2021,35,AL,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,373,426,64,41,10,1,12,127,47,29.8,11.0,0.172,0.3,0.272,0.573
6808,Jonah Heim,641680.0,2021,26,AL,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,265,285,52,29,13,0,10,58,15,20.4,5.3,0.196,0.358,0.239,0.597
6822,Jake Bauers,641343.0,2021,26,AL,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,282,315,59,48,7,0,4,78,30,24.8,9.5,0.209,0.277,0.289,0.565
6842,Daz Cameron,663662.0,2021,24,AL,0.0,0.0,0.0,0.0,-0.05,-0.05,0.0,103,115,20,11,5,0,4,38,10,33.0,8.7,0.194,0.359,0.278,0.637
6856,Tim Locastro,641796.0,2021,29,AL,0.0,0.0,0.0,0.0,-0.05,-0.05,0.0,139,156,25,19,4,0,2,33,7,21.2,4.5,0.18,0.252,0.263,0.515
6881,Brian Miller,675649.0,2021,26,NL,0.0,0.0,0.0,0.0,-0.05,-0.05,0.0,11,11,3,3,0,0,0,3,0,27.3,0.0,0.273,0.273,0.273,0.545
6887,Ben Rortvedt,666163.0,2021,24,AL,0.0,0.0,0.0,0.0,-0.06,-0.06,0.0,89,98,15,11,1,0,3,29,6,29.6,6.1,0.169,0.281,0.224,0.505
6954,Max Schrock,621011.0,2021,27,NL,0.0,0.0,0.0,0.0,-0.07,-0.14,0.07,125,134,36,24,7,2,3,24,8,17.9,6.0,0.288,0.448,0.328,0.776
6969,Leody Taveras,665750.0,2021,23,AL,0.0,0.0,0.0,0.0,-0.07,-0.07,0.0,174,185,28,17,6,2,3,60,9,32.4,4.9,0.161,0.27,0.205,0.476
6978,Andy Burns,542992.0,2021,31,NL,0.0,0.0,0.0,0.0,-0.07,0.0,-0.07,11,15,3,2,1,0,0,1,3,6.7,20.0,0.273,0.364,0.467,0.83
6999,Yohel Pozo,650968.0,2021,24,AL,0.0,0.0,0.0,0.0,-0.08,-0.08,0.0,74,77,21,16,4,0,1,10,3,13.0,3.9,0.284,0.378,0.312,0.69
7000,Chance Sisco,642082.0,2021,26,NL,0.0,0.0,0.0,0.0,-0.08,-0.08,0.0,74,83,11,8,3,0,0,21,7,25.3,8.4,0.149,0.189,0.241,0.43
7013,Wilfredo Tovar,541600.0,2021,30,NL,0.0,0.0,0.0,0.0,-0.08,-0.08,0.0,11,12,2,2,0,0,0,4,1,33.3,8.3,0.182,0.182,0.25,0.432
7034,Orlando Arcia,606115.0,2021,27,NL,0.0,0.0,0.0,0.0,-0.08,-0.08,0.0,81,89,16,11,3,0,2,19,7,21.3,7.9,0.198,0.309,0.258,0.567
7048,Tucupita Marcano,672779.0,2021,22,NL,0.0,0.0,0.0,0.0,-0.09,-0.09,0.0,44,50,8,7,1,0,0,9,6,18.0,12.0,0.182,0.205,0.28,0.485
7054,Travis Blankenhorn,663905.0,2021,25,AL,0.0,0.0,0.0,0.0,-0.09,-0.09,0.0,23,24,4,1,2,0,1,8,1,33.3,4.2,0.174,0.391,0.208,0.6
7056,Zach Reks,676646.0,2021,28,NL,0.0,0.0,0.0,0.0,-0.09,-0.09,0.0,10,10,0,0,0,0,0,7,0,70.0,0.0,0.0,0.0,0.0,0.0
7059,Kole Calhoun,594777.0,2021,34,NL,0.0,0.0,0.0,0.0,-0.09,-0.09,0.0,166,182,39,26,8,0,5,41,15,22.5,8.2,0.235,0.373,0.297,0.67
7100,Romy Gonzalez,663853.0,2021,25,AL,0.0,0.0,0.0,0.0,-0.09000000000000001,-0.1,0.01,32,33,8,5,3,0,0,11,1,33.3,3.0,0.25,0.344,0.273,0.616
7101,Brett Anderson,474463.0,2021,33,NL,0.0,0.0,0.0,0.0,-0.09999999999999998,-0.24,0.14,28,34,0,0,0,0,0,14,4,41.2,11.8,0.0,0.0,0.118,0.118
7120,Alex Dickerson,543105.0,2021,31,NL,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,283,312,66,41,10,2,13,76,23,24.4,7.4,0.233,0.42,0.304,0.725
7121,Travis Shaw,543768.0,2021,31,AL,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,220,250,44,24,11,0,9,68,24,27.2,9.6,0.2,0.373,0.284,0.657
7135,Ender Inciarte,542255.0,2021,31,NL,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,79,89,17,13,2,0,2,22,7,24.7,7.9,0.215,0.316,0.27,0.586
7165,Breyvic Valera,591971.0,2021,29,AL,0.0,0.0,0.0,0.0,-0.11,-0.11,0.0,87,97,22,15,6,0,1,12,8,12.4,8.2,0.253,0.356,0.309,0.666
7174,Rob Refsnyder,608701.0,2021,30,AL,0.0,0.0,0.0,0.0,-0.11,-0.11,0.0,139,157,34,25,7,0,2,40,17,25.5,10.8,0.245,0.338,0.325,0.663
7194,John Nogowski,596056.0,2021,28,NL,0.0,0.0,0.0,0.0,-0.11000000000000001,0.03,-0.14,129,143,30,22,7,0,1,22,12,15.4,8.4,0.233,0.31,0.301,0.611
7200,Trent Giambrone,623508.0,2021,28,NL,0.0,0.0,0.0,0.0,-0.12,-0.12,0.0,13,13,2,2,0,0,0,4,0,30.8,0.0,0.154,0.154,0.154,0.308
7227,Roberto Perez,547379.0,2021,33,AL,0.0,0.0,0.0,0.0,-0.12,-0.12,0.0,141,161,21,11,3,0,7,56,17,34.8,10.6,0.149,0.319,0.242,0.561
7229,Bryan Holaday,592407.0,2021,34,NL,0.0,0.0,0.0,0.0,-0.12,-0.11,-0.01,31,34,6,4,2,0,0,15,1,44.1,2.9,0.194,0.258,0.265,0.523
7234,TJ Friedl,670770.0,2021,26,NL,0.0,0.0,0.0,0.0,-0.12,-0.12,0.0,31,36,9,7,1,0,1,2,4,5.6,11.1,0.29,0.419,0.361,0.78
7255,Miles Mikolas,571945.0,2021,33,NL,0.0,0.0,0.0,0.0,-0.13,-0.06,-0.07,8,15,0,0,0,0,0,5,1,33.3,6.7,0.0,0.0,0.067,0.067
7263,Khris Davis,501981.0,2021,34,AL,0.0,0.0,0.0,0.0,-0.13,-0.13,0.0,102,114,21,12,5,1,3,31,10,27.2,8.8,0.206,0.363,0.272,0.635
7272,Jose Godoy,608422.0,2021,27,AL,0.0,0.0,0.0,0.0,-0.13,-0.13,0.0,37,40,6,5,1,0,0,14,3,35.0,7.5,0.162,0.189,0.225,0.414
7274,Skye Bolt,621450.0,2021,27,NL,0.0,0.0,0.0,0.0,-0.13,-0.13,0.0,57,60,5,3,1,0,1,15,1,25.0,1.7,0.088,0.158,0.1,0.258
7275,Wyatt Mathisen,621500.0,2021,28,NL,0.0,0.0,0.0,0.0,-0.13,-0.16,0.03,42,51,5,4,0,0,1,21,5,41.2,9.8,0.119,0.19,0.255,0.445
7307,Patrick Mazeika,664850.0,2021,28,NL,0.0,0.0,0.0,0.0,-0.14,-0.14,0.0,79,87,15,11,3,0,1,18,4,20.7,4.6,0.19,0.266,0.253,0.519
7320,Vladimir Gutierrez,661269.0,2021,26,NL,0.0,0.0,0.0,0.0,-0.14,-0.14,0.0,33,42,3,3,0,0,0,14,2,33.3,4.8,0.091,0.091,0.119,0.21
7353,Chase De Jong,608328.0,2021,28,NL,0.0,0.0,0.0,0.0,-0.15,-0.04,-0.11,12,15,1,0,1,0,0,5,0,33.3,0.0,0.083,0.167,0.067,0.233
7365,Wil Crowe,640444.0,2021,27,NL,0.0,0.0,0.0,0.0,-0.15,-0.18,0.03,35,41,2,1,1,0,0,14,1,34.1,2.4,0.057,0.086,0.098,0.183
7389,Anderson Tejeda,660731.0,2021,23,AL,0.0,0.0,0.0,0.0,-0.15,-0.15,0.0,16,17,1,1,0,0,0,10,1,58.8,5.9,0.063,0.063,0.118,0.18
7413,Steven Souza Jr.,519306.0,2021,32,NL,0.0,0.0,0.0,0.0,-0.16,-0.16,0.0,33,36,5,2,1,1,1,14,2,38.9,5.6,0.152,0.333,0.222,0.556
7432,Chadwick Tromp,644433.0,2021,26,NL,0.0,0.0,0.0,0.0,-0.16,-0.16,0.0,18,18,4,3,0,0,1,4,0,22.2,0.0,0.222,0.389,0.222,0.611
7446,Josiah Gray,680686.0,2021,24,NL,0.0,0.0,0.0,0.0,-0.16,-0.03,-0.13,22,24,1,1,0,0,0,12,1,50.0,4.2,0.045,0.045,0.083,0.129
7488,Chris Gittens,656467.0,2021,27,AL,0.0,0.0,0.0,0.0,-0.17,-0.17,0.0,36,44,4,3,0,0,1,13,7,29.5,15.9,0.111,0.194,0.25,0.444
7490,Renato Nunez,600524.0,2021,27,AL,0.0,0.0,0.0,0.0,-0.17,-0.17,0.0,53,55,10,3,3,0,4,16,1,29.1,1.8,0.189,0.472,0.218,0.69
7494,Victor Robles,645302.0,2021,24,NL,0.0,0.0,0.0,0.0,-0.17,-0.17,0.0,315,369,64,40,21,1,2,85,33,23.0,8.9,0.203,0.295,0.306,0.601
7503,Daniel Vogelbach,596129.0,2021,29,NL,0.0,0.0,0.0,0.0,-0.17,-0.17,0.0,215,258,47,30,8,0,9,57,43,22.1,16.7,0.219,0.381,0.349,0.73
7546,Tim Lopes,621005.0,2021,27,NL,0.0,0.0,0.0,0.0,-0.18,-0.18,0.0,10,11,1,1,0,0,0,4,1,36.4,9.1,0.1,0.1,0.182,0.282
7548,Rob Brantly,542963.0,2021,32,AL,0.0,0.0,0.0,0.0,-0.18,-0.18,0.0,20,21,3,2,1,0,0,4,0,19.0,0.0,0.15,0.2,0.19,0.39
7550,Daniel Johnson,669288.0,2021,26,AL,0.0,0.0,0.0,0.0,-0.18,-0.18,0.0,77,81,17,13,0,0,4,27,4,33.3,4.9,0.221,0.377,0.259,0.636
7554,Dexter Fowler,451594.0,2021,35,AL,0.0,0.0,0.0,0.0,-0.18,-0.18,0.0,20,21,5,5,0,0,0,6,1,28.6,4.8,0.25,0.25,0.286,0.536
7559,Jonathan Davis,641505.0,2021,29,AL,0.0,0.0,0.0,0.0,-0.19,-0.19,0.0,87,103,11,9,1,0,1,26,12,25.2,11.7,0.126,0.172,0.252,0.425
7561,Yairo Munoz,622168.0,2021,26,AL,0.0,0.0,0.0,0.0,-0.19,-0.19,0.0,11,11,1,1,0,0,0,2,0,18.2,0.0,0.091,0.091,0.091,0.182
7578,Ryan McKenna,663630.0,2021,24,AL,0.0,0.0,0.0,0.0,-0.19,-0.19,0.0,169,197,31,22,6,1,2,74,24,37.6,12.2,0.183,0.266,0.289,0.556
7586,Josh VanMeter,642165.0,2021,26,NL,0.0,0.0,0.0,0.0,-0.19,-0.19,0.0,274,310,58,33,17,2,6,83,33,26.8,10.6,0.212,0.354,0.297,0.651
7600,Marcell Ozuna,542303.0,2021,31,NL,0.0,0.0,0.0,0.0,-0.19,-0.19,0.0,188,208,40,27,6,0,7,46,19,22.1,9.1,0.213,0.356,0.288,0.645
7604,Andrew Romine,461865.0,2021,36,NL,0.0,0.0,0.0,0.0,-0.19999999999999998,-0.18,-0.02,60,64,11,8,2,0,1,24,4,37.5,6.3,0.183,0.267,0.234,0.501
7645,Carlos Santana,467793.0,2021,35,AL,0.0,0.0,0.0,0.0,-0.21,-0.21,0.0,565,659,121,87,15,0,19,102,86,15.5,13.1,0.214,0.342,0.319,0.66
7656,Garrett Stubbs,596117.0,2021,28,AL,0.0,0.0,0.0,0.0,-0.21,-0.21,0.0,34,38,6,4,2,0,0,7,2,18.4,5.3,0.176,0.235,0.211,0.446
7664,Rio Ruiz,547004.0,2021,27,NL,0.0,0.0,0.0,0.0,-0.21,-0.21,0.0,125,141,21,14,4,0,3,38,12,27.0,8.5,0.168,0.272,0.241,0.513
7666,Ronald Guzman,608597.0,2021,27,AL,0.0,0.0,0.0,0.0,-0.21,-0.21,0.0,16,17,1,0,0,0,1,6,1,35.3,5.9,0.063,0.25,0.118,0.368
7677,Andrew Knizner,668800.0,2021,26,NL,0.0,0.0,0.0,0.0,-0.21,-0.21,0.0,161,185,28,20,7,0,1,39,20,21.1,10.8,0.174,0.236,0.281,0.517
7721,James McCann,543510.0,2021,31,NL,0.0,0.0,0.0,0.0,-0.22,-0.22,0.0,375,412,87,64,12,1,10,115,32,27.9,7.8,0.232,0.349,0.294,0.643
7737,Ka'ai Tom,664789.0,2021,27,NL,0.0,0.0,0.0,0.0,-0.22,-0.22,0.0,108,133,15,10,2,1,2,36,17,27.1,12.8,0.139,0.231,0.278,0.51
7746,Nick Martini,605361.0,2021,31,NL,0.0,0.0,0.0,0.0,-0.23,-0.23,0.0,37,45,10,9,1,0,0,10,6,22.2,13.3,0.27,0.297,0.356,0.653
7751,Scott Heineman,595981.0,2021,29,NL,0.0,0.0,0.0,0.0,-0.23,-0.23,0.0,30,34,3,1,0,0,2,15,3,44.1,8.8,0.1,0.3,0.206,0.506
7757,Pablo Sandoval,467055.0,2021,35,NL,0.0,0.0,0.0,0.0,-0.23,-0.23,0.0,73,86,13,9,0,0,4,25,11,29.1,12.8,0.178,0.342,0.302,0.645
7773,Derek Hill,656537.0,2021,26,AL,0.0,0.0,0.0,0.0,-0.23,-0.23,0.0,139,150,36,27,3,3,3,42,10,28.0,6.7,0.259,0.388,0.313,0.702
7793,Jose Devers,672701.0,2021,22,NL,0.0,0.0,0.0,0.0,-0.23,-0.23,0.0,41,46,10,7,3,0,0,11,3,23.9,6.5,0.244,0.317,0.304,0.621
7799,Seby Zavala,664874.0,2021,28,AL,0.0,0.0,0.0,0.0,-0.24,-0.24,0.0,93,104,17,9,3,0,5,41,6,39.4,5.8,0.183,0.376,0.231,0.607
7815,Alex Jackson,656577.0,2021,26,NL,0.0,0.0,0.0,0.0,-0.24,-0.24,0.0,131,151,18,11,4,0,3,73,13,48.3,8.6,0.137,0.237,0.252,0.488
7844,Pavin Smith,656976.0,2021,25,NL,0.0,0.0,0.0,0.0,-0.25,-0.25,0.0,498,545,133,91,27,4,11,106,42,19.4,7.7,0.267,0.404,0.328,0.732
7852,Ryan Weathers,677960.0,2021,22,NL,0.0,0.0,0.0,0.0,-0.25,0.14,-0.39,27,28,4,3,0,0,1,7,1,25.0,3.6,0.148,0.259,0.179,0.438
